SISTEMA	DEPTO	SETOR         	SALARIO
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.345,50
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.222,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.449,98
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	4.471,64
RH  	DEPT. LOG	SETOR_J	1.072,50
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	741
RH  	DEPT. LOG	SETOR_J	1.170,00
RH  	DEPT. LOG	SETOR_J	936
RH  	DEPT. LOG	SETOR_J	2.470,00
RH  	DEPT. LOG	SETOR_J	780
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.430,00
RH  	DEPT. LOG	SETOR_J	1.690,00
RH  	DEPT. LOG	SETOR_J	913,77
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.267,50
RH  	DEPT. LOG	SETOR_J	682,5
RH  	DEPT. LOG	SETOR_J	780
RH  	DEPT. LOG	SETOR_J	741
RH  	DEPT. LOG	SETOR_J	812,5
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	975
RH  	DEPT. LOG	SETOR_J	871
RH  	DEPT. LOG	SETOR_J	1.370,19
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	892,43
RH  	DEPT. LOG	SETOR_J	1.251,25
RH  	DEPT. LOG	SETOR_J	8.105,36
RH  	DEPT. LOG	SETOR_J	1.809,34
RH  	DEPT. LOG	SETOR_J	1.071,85
RH  	DEPT. LOG	SETOR_J	1.027,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	2.145,00
RH  	DEPT. LOG	SETOR_J	1.105,00
RH  	DEPT. LOG	SETOR_J	1.625,00
RH  	DEPT. LOG	SETOR_J	1.202,50
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.300,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	4.238,00
RH  	DEPT. LOG	SETOR_J	1.056,25
RH  	DEPT. LOG	SETOR_J	871
RH  	DEPT. LOG	SETOR_J	910
RH  	DEPT. LOG	SETOR_J	1.300,00
RH  	DEPT. LOG	SETOR_J	975
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	4.009,74
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.170,00
RH  	DEPT. LOG	SETOR_J	910
RH  	DEPT. LOG	SETOR_J	1.979,90
RH  	DEPT. LOG	SETOR_J	1.300,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.365,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	760,5
RH  	DEPT. LOG	SETOR_J	3.823,41
RH  	DEPT. LOG	SETOR_J	747,5
RH  	DEPT. LOG	SETOR_J	812,5
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.287,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.404,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.241,50
RH  	DEPT. LOG	SETOR_J	936
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.625,00
RH  	DEPT. LOG	SETOR_J	1.580,37
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	871
RH  	DEPT. LOG	SETOR_B	741
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	845
RH  	DEPT. LOG	SETOR_B	806
RH  	DEPT. LOG	SETOR_B	963,3
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	2.229,98
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	10.776,87
RH  	DEPT. LOG	SETOR_B	1.611,08
RH  	DEPT. LOG	SETOR_B	924,78
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	7.588,41
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	924,78
RH  	DEPT. LOG	SETOR_B	812,5
RH  	DEPT. LOG	SETOR_B	812,5
RH  	DEPT. LOG	SETOR_B	845
RH  	DEPT. LOG	SETOR_B	845
RH  	DEPT. LOG	SETOR_B	897
RH  	DEPT. LOG	SETOR_B	812,5
RH  	DEPT. LOG	SETOR_B	812,5
RH  	DEPT. LOG	SETOR_B	390
RH  	DEPT. LOG	SETOR_B	390
RH  	DEPT. LOG	SETOR_B	767
RH  	DEPT. LOG	SETOR_B	1.072,50
RH  	DEPT. LOG	SETOR_B	1.469,47
RH  	DEPT. LOG	SETOR_B	1.469,47
RH  	DEPT. LOG	SETOR_B	1.469,47
RH  	DEPT. LOG	SETOR_B	1.469,47
RH  	DEPT. LOG	SETOR_B	1.774,97
RH  	DEPT. LOG	SETOR_B	892,28
RH  	DEPT. LOG	SETOR_B	978,26
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	8.321,85
RH  	DEPT. LOG	SETOR_B	789,11
RH  	DEPT. LOG	SETOR_B	8.786,21
RH  	DEPT. LOG	SETOR_B	789,11
RH  	DEPT. LOG	SETOR_B	892,28
RH  	DEPT. LOG	SETOR_B	892,28
RH  	DEPT. LOG	SETOR_B	892,28
RH  	DEPT. LOG	SETOR_B	924,78
RH  	DEPT. LOG	SETOR_B	1.469,47
RH  	DEPT. LOG	SETOR_B	682,5
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.040,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	1.040,00
RH  	DEPT. LOG	SETOR_B	357,5
RH  	DEPT. LOG	SETOR_B	357,5
RH  	DEPT. LOG	SETOR_B	357,5
RH  	DEPT. LOG	SETOR_B	357,5
RH  	DEPT. LOG	SETOR_B	357,5
RH  	DEPT. LOG	SETOR_B	357,5
RH  	DEPT. LOG	SETOR_B	357,5
RH  	DEPT. LOG	SETOR_B	1.022,28
RH  	DEPT. LOG	SETOR_B	1.022,28
RH  	DEPT. LOG	SETOR_B	876,12
RH  	DEPT. LOG	SETOR_B	1.022,28
RH  	DEPT. LOG	SETOR_B	910
RH  	DEPT. LOG	SETOR_B	877,5
RH  	DEPT. LOG	SETOR_B	1.046,21
RH  	DEPT. LOG	SETOR_B	1.611,08
RH  	DEPT. LOG	SETOR_B	10.776,87
RH  	DEPT. LOG	SETOR_B	5.297,50
RH  	DEPT. LOG	SETOR_B	1.235,00
RH  	DEPT. LOG	SETOR_B	1.527,50
RH  	DEPT. LOG	SETOR_B	11.974,29
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.611,08
RH  	DEPT. LOG	SETOR_B	1.235,00
RH  	DEPT. LOG	SETOR_B	10.776,87
RH  	DEPT. LOG	SETOR_B	1.612,00
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	877,5
RH  	DEPT. LOG	SETOR_B	1.611,08
RH  	DEPT. LOG	SETOR_B	1.611,08
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.611,08
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.611,08
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	2.047,50
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	942,5
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	1.267,50
RH  	DEPT. LOG	SETOR_A	962
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	2.197,00
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	1.332,50
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	1.449,98
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	1.202,50
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	1.611,08
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	2.665,00
RH  	DEPT. LOG	SETOR_A	2.632,50
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	910
RH  	DEPT. LOG	SETOR_A	2.665,00
RH  	DEPT. LOG	SETOR_A	1.007,50
RH  	DEPT. LOG	SETOR_A	2.665,00
RH  	DEPT. LOG	SETOR_A	1.245,25
RH  	DEPT. LOG	SETOR_A	1.257,75
RH  	DEPT. LOG	SETOR_A	6.617,00
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	5.297,50
RH  	DEPT. LOG	SETOR_A	2.632,50
RH  	DEPT. LOG	SETOR_A	877,5
RH  	DEPT. LOG	SETOR_A	2.632,50
RH  	DEPT. LOG	SETOR_A	2.697,50
RH  	DEPT. LOG	SETOR_E	1.397,50
RH  	DEPT. LOG	SETOR_E	910
RH  	DEPT. LOG	SETOR_E	1.007,50
RH  	DEPT. LOG	SETOR_E	1.417,00
RH  	DEPT. LOG	SETOR_E	1.202,50
RH  	DEPT. LOG	SETOR_E	877,5
RH  	DEPT. LOG	SETOR_E	877,5
RH  	DEPT. LOG	SETOR_E	754,03
RH  	DEPT. LOG	SETOR_E	877,5
RH  	DEPT. LOG	SETOR_E	1.287,00
RH  	DEPT. LOG	SETOR_E	1.202,50
RH  	DEPT. LOG	SETOR_E	877,5
RH  	DEPT. LOG	SETOR_E	1.560,00
RH  	DEPT. LOG	SETOR_E	942,5
RH  	DEPT. LOG	SETOR_E	942,5
RH  	DEPT. LOG	SETOR_E	3.672,50
RH  	DEPT. LOG	SETOR_E	1.657,50
RH  	DEPT. LOG	SETOR_E	2.632,50
RH  	DEPT. LOG	SETOR_E	2.632,50
RH  	DEPT. LOG	SETOR_E	5.317,00
RH  	DEPT. LOG	SETOR_E	1.072,50
RH  	DEPT. LOG	SETOR_E	1.657,50
RH  	DEPT. LOG	SETOR_E	1.072,50
RH  	DEPT. LOG	SETOR_E	2.632,50
RH  	DEPT. LOG	SETOR_E	2.632,50
RH  	DEPT. LOG	SETOR_F	1.007,50
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	1.449,98
RH  	DEPT. LOG	SETOR_F	1.611,08
RH  	DEPT. LOG	SETOR_F	1.449,98
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	1.170,00
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	910
RH  	DEPT. LOG	SETOR_F	942,5
RH  	DEPT. LOG	SETOR_F	1.170,00
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	1.397,50
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	910
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	4.192,50
RH  	DEPT. LOG	SETOR_F	1.820,00
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	4.192,50
RH  	DEPT. LOG	SETOR_F	1.787,50
RH  	DEPT. LOG	SETOR_F	4.192,50
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	1.820,00
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	1.787,50
RH  	DEPT. LOG	SETOR_F	1.820,00
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	1.787,50
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	4.517,50
RH  	DEPT. LOG	SETOR_F	438,75
RH  	DEPT. LOG	SETOR_F	1.384,50
RH  	DEPT. LOG	SETOR_F	942,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	962
RH  	DEPT. LOG	SETOR_F	910
RH  	DEPT. LOG	SETOR_F	910
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	1.982,50
RH  	DEPT. LOG	SETOR_F	942,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	1.332,50
RH  	DEPT. LOG	SETOR_F	910
RH  	DEPT. LOG	SETOR_F	1.527,50
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	1.625,00
RH  	DEPT. LOG	SETOR_F	1.196,00
RH  	DEPT. LOG	SETOR_F	962
RH  	DEPT. LOG	SETOR_F	1.205,75
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	780
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	910
RH  	DEPT. LOG	SETOR_F	3.692,00
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	910
RH  	DEPT. LOG	SETOR_F	1.417,00
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	877,5
RH  	DEPT. LOG	SETOR_F	1.130,46
RH  	DEPT. LOG	SETOR_F	1.300,00
RH  	DEPT. LOG	SETOR_F	1.611,08
RH  	DEPT. ATCLIENT	SETOR_F	1.449,98
RH  	DEPT. ATCLIENT	SETOR_F	1.449,98
RH  	DEPT. ATCLIENT	SETOR_F	877,5
RH  	DEPT. ATCLIENT	SETOR_F	3.892,96
RH  	DEPT. ATCLIENT	SETOR_F	877,5
RH  	DEPT. ATCLIENT	SETOR_F	877,5
RH  	DEPT. ATCLIENT	SETOR_F	6.064,50
RH  	DEPT. ATCLIENT	SETOR_F	1.267,50
RH  	DEPT. ATCLIENT	SETOR_F	3.912,46
RH  	DEPT. ATCLIENT	SETOR_F	877,5
RH  	DEPT. ATCLIENT	SETOR_F	2.301,00
RH  	DEPT. ATCLIENT	SETOR_F	877,5
RH  	DEPT. ATCLIENT	SETOR_F	877,5
RH  	DEPT. ATCLIENT	SETOR_F	3.851,25
RH  	DEPT. ATCLIENT	SETOR_F	1.007,50
RH  	DEPT. ATCLIENT	SETOR_F	1.007,50
RH  	DEPT. ATCLIENT	SETOR_F	877,5
RH  	DEPT. ATCLIENT	SETOR_F	4.199,00
RH  	DEPT. ATCLIENT	SETOR_F	1.267,50
RH  	DEPT. ATCLIENT	SETOR_F	877,5
RH  	DEPT. ATCLIENT	SETOR_F	1.342,75
RH  	DEPT. ATCLIENT	SETOR_F	1.560,00
RH  	DEPT. ATCLIENT	SETOR_G	1.508,96
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.300,00
RH  	DEPT. ATCLIENT	SETOR_G	4.114,50
RH  	DEPT. ATCLIENT	SETOR_G	5.918,25
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.560,00
RH  	DEPT. ATCLIENT	SETOR_G	1.982,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	3.672,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.257,75
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	910
RH  	DEPT. ATCLIENT	SETOR_G	5.622,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.202,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	6.106,75
RH  	DEPT. ATCLIENT	SETOR_G	1.202,50
RH  	DEPT. ATCLIENT	SETOR_G	1.314,40
RH  	DEPT. ATCLIENT	SETOR_G	3.883,75
RH  	DEPT. ATCLIENT	SETOR_G	1.040,00
RH  	DEPT. ATCLIENT	SETOR_G	3.672,50
RH  	DEPT. ATCLIENT	SETOR_G	1.365,00
RH  	DEPT. ATCLIENT	SETOR_G	1.712,75
RH  	DEPT. ATCLIENT	SETOR_G	715
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.560,00
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	910
RH  	DEPT. ATCLIENT	SETOR_G	1.397,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	942,5
RH  	DEPT. ATCLIENT	SETOR_G	942,5
RH  	DEPT. ATCLIENT	SETOR_G	1.611,08
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.257,75
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.365,00
RH  	DEPT. ATCLIENT	SETOR_G	942,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	2.067,00
RH  	DEPT. ATCLIENT	SETOR_G	2.067,00
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.264,75
RH  	DEPT. ATCLIENT	SETOR_G	1.787,50
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	910
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	2.332,96
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	1.173,25
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.332,50
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	1.449,98
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.267,50
RH  	DEPT. ATCLIENT	SETOR_G	1.787,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	877,5
RH  	DEPT. ATCLIENT	SETOR_G	1.787,50
RH  	DEPT. ATCLIENT	SETOR_G	877,5
